Sales,Longevity,Similar_Sales,Prior_Demand,Advertising_budget,Similar_Products,Competitor_Products,Ads,Competitor_Ads,Magazine,Awards,Innovative,Product_necessity,Type,Cheap,Disposable,Tested,Warranty,Competitor_Launch,Styles
29000,1,2657500,9200,725087,50,132,20,9,34,5,0,1,Bath,0,0,1,0,1,0
163000,1,1748500,8300,1238684,49,76,36,0,41,4,0,1,Bath,1,0,0,0,1,0
2000,1,31600,7600,820707,50,45,26,2,37,2,0,1,Bath,1,0,1,0,0,0
6000,1,655100,6700,779723,26,33,0,6,17,5,0,1,Bath,1,0,0,0,0,0
2000,1,1545800,6400,11971,0,70,2,1,5,1,0,1,Bath,1,0,0,0,0,1
63000,1,4238700,8500,326799,55,111,23,11,43,6,0,1,Bath,1,0,0,0,1,1
5000,0,4708900,6600,444809,20,35,1,7,12,1,0,0,Kitchen,0,1,0,0,0,0
2000,1,922700,6900,598947,51,59,26,4,42,3,0,0,Bath,1,0,0,0,1,0
27000,0,3057200,6400,597696,28,50,15,6,23,5,0,1,Bath,1,1,0,0,1,0
19000,1,2657500,8000,664717,11,92,5,0,6,1,0,1,Kitchen,1,0,0,0,0,0
2000,1,3122700,6400,67691,10,60,2,4,4,0,0,0,Bath,1,1,1,1,0,1
2000,1,1098100,7100,466603,39,34,3,10,12,1,0,0,Bath,0,0,0,0,0,0
18000,1,1139100,8200,18034,4,66,1,1,1,0,0,1,Bath,1,0,0,0,0,0
5000,1,538300,4600,631652,51,60,3,10,13,1,0,0,Office,0,1,0,0,0,1
39000,1,1298400,7900,483256,10,36,6,2,10,2,0,1,Bath,1,0,0,0,0,0
5000,0,2777700,7000,93023,26,87,9,0,16,0,0,1,Kitchen,1,1,0,0,1,0
2000,1,1578000,7500,242444,6,60,0,2,1,0,0,0,Kitchen,1,1,0,0,0,0
10000,1,1999100,6700,335300,22,104,9,3,15,0,0,1,Bath,1,0,1,0,1,1
47000,0,4398900,6800,309164,42,115,18,5,35,3,0,1,Kitchen,1,1,1,0,0,0
5000,0,2896100,6100,10916,3,57,1,0,3,0,0,1,Office,1,0,0,0,0,0
18000,1,1999100,7800,910668,21,68,7,1,9,0,0,1,Kitchen,1,0,0,0,0,1
13000,1,2657500,8000,860321,34,89,12,13,17,1,0,1,Bath,1,1,0,0,1,1
21000,1,356000,7800,373658,51,138,22,0,38,1,0,1,Bath,1,1,1,1,1,1
37000,1,655100,7400,622980,31,72,18,0,25,1,0,1,Kitchen,1,1,1,1,0,0
6000,1,52200,7900,1073298,35,118,5,12,11,0,0,0,Bath,1,0,1,0,0,1
2000,1,805400,5300,73152,1,39,2,0,1,0,0,0,Kitchen,1,0,0,0,0,0
92000,1,3054600,9500,1784743,131,166,68,7,83,0,0,0,Bath,1,1,1,1,1,0
2000,1,918600,6100,166048,6,12,2,0,2,0,0,0,Bath,0,0,0,0,0,0
2000,1,2175300,6500,194305,5,3,1,2,2,0,0,0,Bath,1,1,1,0,0,0
3000,1,2281200,6600,388256,2,100,0,0,0,0,0,0,Bath,1,0,0,1,0,0
5000,1,2560300,4400,108948,6,84,1,1,2,0,0,0,Kitchen,1,0,0,0,0,1
73000,1,1950700,8800,1247336,55,104,32,0,37,0,0,1,Bath,1,1,1,1,1,0
2000,1,1252200,7000,37215,39,87,25,0,34,4,0,1,Bath,1,1,1,1,0,0
8000,1,2054000,7900,940341,34,62,10,8,20,0,0,0,Kitchen,1,0,0,0,1,0
3000,1,1999100,6100,631407,41,79,2,30,4,0,0,0,Bath,0,0,0,0,0,1
52000,1,1175400,9000,744808,57,185,32,0,41,0,0,1,Bath,1,1,1,1,1,0
2000,0,2704600,6400,1759054,50,13,11,11,25,2,0,0,Bath,0,0,0,0,0,0
3000,1,4238700,8200,6274,3,33,1,1,2,0,0,1,Bath,0,0,0,0,0,1
55000,1,281900,8100,1503860,32,55,12,11,13,0,0,1,Bath,1,0,0,0,0,0
10000,1,2657500,8300,1995334,126,112,29,39,58,5,0,1,Bath,1,1,0,0,1,0
2000,1,1080000,5400,37394,12,36,1,5,9,1,0,0,Kitchen,1,0,0,0,0,0
119000,1,2789600,8800,649910,51,126,20,4,27,1,0,1,Toy,1,1,1,0,0,0
2000,1,2175300,3800,652377,36,57,7,5,9,0,0,0,Kitchen,1,1,0,0,0,0
26000,1,2425800,6700,622980,53,117,9,34,12,5,0,1,Bath,1,1,1,1,0,0
11000,1,1797300,7500,360652,8,58,2,2,4,0,0,1,Bath,1,0,0,0,0,0
5000,0,4645600,4700,14073,12,70,3,4,9,2,0,0,Bath,0,1,0,0,0,0
155000,1,3238500,9400,2363963,95,142,30,31,42,4,0,1,Office,1,1,1,1,1,1
3000,1,655100,6500,94125,16,54,0,9,4,0,0,0,Bath,1,1,0,0,0,0
2000,1,2344300,4900,12871,7,59,1,0,3,0,0,0,Bath,1,1,0,0,1,0
8000,1,281900,5400,214370,26,91,2,5,10,0,0,0,Bath,1,1,1,0,0,0
2000,1,887900,3500,22501,2,5,2,4,2,1,0,0,Bath,1,1,0,0,0,0
27000,1,277900,8200,397585,51,89,33,0,37,0,0,0,Bath,1,0,1,1,0,1
11000,0,4480600,7200,81138,28,108,12,3,21,2,0,1,Office,1,1,1,1,1,1
11000,1,1999100,7900,352519,19,97,6,9,6,0,0,1,Bath,0,0,0,0,0,1
19000,1,3440400,7400,850888,49,116,15,24,15,0,0,0,Bath,1,1,1,1,1,1
2000,1,4238700,5900,373752,42,44,1,23,22,18,0,0,Bath,0,1,0,0,0,0
2000,1,2215700,6100,227165,13,5,1,8,2,0,0,0,Bath,1,1,0,0,0,0
3000,1,2397500,6400,232964,26,100,9,11,6,0,0,0,Bath,1,1,1,1,0,1
527000,1,3518300,9000,2180621,126,136,63,2,100,14,0,1,Toy,1,1,1,0,1,1
18000,1,3207100,9100,262738,15,80,3,4,7,1,0,1,Bath,1,1,0,0,0,1
2000,1,235200,6800,598947,14,50,6,3,9,1,0,0,Bath,1,0,0,0,1,0
3000,1,1578000,7700,1153618,38,57,0,17,14,1,0,0,Kitchen,1,0,0,0,0,0
2000,1,1278800,6900,25475,1,52,1,1,4,7,0,1,Bath,1,0,0,0,0,0
3000,1,994700,5700,77366,6,50,0,0,1,0,0,0,Kitchen,1,0,0,0,0,0
21000,1,2492900,8100,394304,3,72,0,0,6,3,0,1,Bath,1,0,0,0,0,0
2000,1,320800,7600,135646,11,57,2,2,5,0,0,0,Bath,0,0,0,0,0,0
19000,0,3057200,7200,469247,14,30,6,2,13,2,0,1,Bath,1,1,0,0,1,0
5000,1,3792300,3500,47904,42,6,2,37,5,4,0,0,Bath,0,0,1,0,0,0
2000,1,2789600,6000,489,1,7,0,0,1,0,0,0,Bath,1,1,0,0,0,1
5000,1,655100,8100,603869,28,53,21,0,27,4,0,1,Bath,1,0,0,1,0,0
2000,0,2801100,4600,6661,9,38,3,0,6,0,0,0,Bath,1,0,1,0,0,0
3000,1,3792300,6800,685970,48,13,2,30,5,3,0,0,Bath,1,0,0,0,0,1
2000,0,2936200,7500,18582,3,54,0,0,2,0,1,0,Kitchen,1,0,0,1,0,0
3000,1,31600,7900,58648,11,32,3,0,10,2,0,0,Bath,1,0,0,0,0,0
2000,1,3792300,7500,312,0,66,0,0,0,0,0,0,Bath,1,1,0,0,0,0
2000,1,2789600,5500,64356,2,16,0,0,2,0,0,0,Bath,1,1,0,0,0,0
10000,1,3570700,7500,582649,23,59,7,7,6,1,0,1,Bath,1,0,0,0,1,0
2000,1,1139100,4000,114640,16,18,1,4,5,0,0,1,Kitchen,0,0,0,0,0,0
2000,1,421100,6000,299523,28,18,7,11,6,1,0,0,Bath,0,0,0,0,0,1
2000,1,2215700,3900,396868,9,22,2,3,6,0,0,0,Kitchen,1,1,0,0,0,0
5000,1,850500,7800,381,10,70,1,3,3,1,0,0,Bath,1,1,0,0,0,0
74000,1,194600,9300,922361,57,156,33,0,41,0,0,0,Bath,1,1,1,0,1,1
2000,1,1263700,5100,308925,23,30,0,13,5,1,0,0,Bath,1,0,1,0,0,0
2000,1,1578000,5300,312,0,4,0,0,0,0,0,0,Bath,1,1,1,0,0,0
2000,1,1999100,5000,180029,11,8,3,5,6,0,0,0,Bath,1,1,1,0,0,0
8000,1,277900,5400,540020,29,83,23,0,34,11,0,0,Bath,1,0,0,0,0,0
2000,1,887900,6400,19555,2,34,0,4,0,0,0,1,Kitchen,0,0,0,0,0,0
10000,1,922700,7000,87643,9,50,8,0,11,2,0,1,Bath,1,1,1,0,0,1
2000,0,2732900,3000,23286,2,7,2,0,2,0,0,0,Bath,0,1,0,0,0,0
5000,1,1139100,7100,477063,19,83,2,9,1,1,0,1,Bath,1,1,0,0,0,0
16000,1,4308600,7500,257699,37,61,13,4,27,1,0,0,Kitchen,1,0,0,0,0,1
32000,1,3122700,6600,405694,85,97,43,8,58,2,0,1,Office,1,1,1,1,1,1
2000,1,2344300,5200,169907,18,68,6,4,13,3,0,0,Bath,1,1,1,0,0,0
19000,0,2777700,5100,382119,66,86,32,9,42,7,0,1,Bath,1,0,1,1,1,1
2000,1,3311300,7600,164171,2,39,1,1,1,0,0,0,Kitchen,1,0,0,0,1,0
23000,1,2539500,6700,694809,34,68,1,24,5,2,0,1,Bath,1,1,0,0,1,1
534000,0,3057200,8700,4692569,143,44,68,7,100,4,0,1,Office,1,1,1,1,1,0
10000,1,784400,8600,114820,3,56,1,0,7,4,0,1,Bath,1,1,0,0,0,0
10000,1,784400,7000,513190,6,61,0,0,1,1,0,1,Kitchen,1,0,0,0,0,0
2000,1,1842000,5500,33,1,53,0,0,1,0,0,1,Bath,1,0,0,0,0,0
11000,1,320800,8100,18034,6,49,2,0,2,0,0,1,Bath,1,0,0,0,0,0
3000,1,2175300,8300,14306,8,69,4,3,2,0,0,1,Bath,1,1,0,0,0,0
2000,1,1684000,5700,8895,9,29,1,5,2,1,0,1,Bath,0,1,0,0,0,1
63000,1,981000,8700,1749217,57,128,28,8,38,4,0,1,Office,1,0,1,1,1,0
19000,1,192800,9200,922361,29,80,23,0,28,4,0,0,Bath,1,1,1,0,1,0
2000,0,2777700,6000,216245,11,12,3,3,8,2,1,0,Kitchen,1,0,0,0,0,0
2000,1,1463400,6000,152120,4,5,3,0,1,0,0,0,Bath,0,1,0,0,0,0
2000,1,1210500,7500,6274,0,27,1,0,1,1,0,1,Kitchen,1,1,0,0,0,0
13000,1,2004800,8100,670440,39,111,4,13,20,2,0,1,Bath,1,1,0,0,0,0
3000,0,4525300,4400,6661,12,42,3,1,6,0,0,0,Bath,1,0,1,0,0,0
2000,1,1999100,7700,6274,6,48,6,2,2,1,0,1,Kitchen,1,1,0,0,0,0
60000,0,2777700,8300,58238,196,125,24,123,171,122,0,0,Bath,1,1,1,0,1,1
11000,1,219300,6200,746269,49,59,1,37,10,5,0,0,Bath,1,0,0,0,1,0
3000,1,3518300,7600,4538,5,71,0,4,1,0,0,1,Office,1,1,0,0,0,1
2000,0,4355300,6200,8229,2,20,1,0,2,0,0,0,Bath,0,0,0,0,0,1
8000,1,1979900,8200,242674,31,77,4,13,9,1,0,1,Bath,1,0,0,0,0,0
37000,1,1098100,8300,673497,42,101,5,26,10,1,0,0,Bath,1,1,0,0,1,1
13000,0,4480600,7500,132449,36,97,19,5,21,3,0,1,Toy,1,1,1,1,1,0
53000,0,2896100,7200,225894,36,75,13,3,21,0,0,1,Kitchen,1,1,1,1,1,0
10000,1,2492900,6200,341566,17,93,11,0,13,0,0,1,Bath,0,0,1,0,0,1
13000,1,918600,8100,883301,51,73,29,0,43,4,0,1,Bath,1,1,1,0,0,1
2000,0,3057200,7800,194305,2,23,1,0,2,0,0,1,Bath,1,0,0,0,1,0
3000,1,2789600,7400,444809,4,33,3,2,1,0,0,1,Bath,1,0,0,0,0,0
5000,0,2777700,7200,81138,27,92,11,4,20,3,0,1,Office,1,1,1,1,1,1
5000,1,2789600,5700,181085,5,42,4,5,2,0,0,1,Bath,1,0,0,0,1,0
35000,1,890700,8900,674410,28,110,19,0,27,3,0,1,Bath,0,1,1,0,1,0
13000,1,918600,7600,513282,49,39,9,30,9,0,0,0,Bath,1,0,0,0,0,0
2000,1,887900,6200,84124,12,30,2,0,6,0,0,0,Bath,0,1,0,0,0,0
2000,1,837500,7200,30069,3,39,0,3,3,0,0,1,Bath,1,0,0,0,0,0
2000,1,1864300,5500,1275,33,10,5,22,9,1,0,0,Bath,0,1,0,0,0,1
5000,1,2613200,6900,682260,25,65,15,4,13,1,0,1,Bath,1,1,0,0,1,0
2000,1,1139100,6100,221857,35,11,5,12,17,4,0,0,Bath,0,1,0,0,0,0
2000,1,3792300,5900,9772,1,54,1,0,1,0,0,0,Office,1,0,0,0,0,0
108000,0,2936200,8500,1480378,101,41,58,8,57,2,0,1,Office,1,1,1,1,1,0
3000,0,4708900,5800,18465,16,61,8,2,12,0,0,0,Bath,1,0,0,0,0,0
11000,1,194600,8800,561962,49,100,16,5,29,0,0,1,Bath,0,1,0,0,0,1
2000,1,2657500,5400,241135,36,22,13,11,12,0,0,0,Bath,1,1,0,1,0,1
10000,1,1130900,8300,304545,35,72,11,11,25,7,0,1,Bath,1,1,0,0,0,0
40000,1,4308600,8500,169907,54,103,20,21,42,14,1,1,Bath,1,1,1,1,1,1
2000,1,1578000,8000,513282,23,45,6,17,5,0,0,1,Bath,1,1,0,0,1,0
2000,1,3518300,5200,86725,5,7,3,0,3,0,0,1,Bath,1,0,1,0,0,0
3000,1,2613200,8400,428610,1,10,0,0,0,0,0,0,Office,0,0,0,0,0,1
2000,1,1864300,7000,327421,13,8,1,7,6,0,0,1,Bath,1,1,0,0,0,1
6000,1,613700,5900,95291,6,49,2,0,3,0,0,0,Toy,1,0,0,0,0,0
29000,1,52200,7300,1566700,33,82,5,11,7,1,0,1,Bath,1,0,0,0,0,0
5000,1,1139100,6400,398306,10,73,4,3,3,0,0,0,Bath,1,1,1,1,0,0
3000,1,1578000,7500,539483,6,26,4,3,1,0,0,1,Bath,1,0,0,0,0,0
2000,1,1463400,4300,367328,4,38,0,4,0,1,0,0,Kitchen,1,0,0,0,0,0
2000,1,1804500,6600,84124,6,49,1,4,1,0,0,1,Bath,0,1,0,0,0,1
2000,0,4934700,7100,157338,2,73,1,0,2,0,0,1,Bath,1,1,0,0,1,0
5000,1,721200,3800,191088,124,17,16,79,37,9,0,0,Bath,1,0,0,0,0,0
16000,1,456200,8000,1164838,23,71,8,0,25,7,0,1,Bath,1,0,0,0,0,0
2000,1,2175300,5800,922361,49,59,7,10,9,1,0,0,Bath,0,1,0,0,0,0
3000,1,2301100,5400,144712,2,3,0,0,2,0,0,0,Bath,0,0,0,0,0,0
50000,1,2560300,9100,582649,63,143,22,17,37,4,1,0,Bath,1,0,0,0,1,1
3000,1,1684000,7600,228284,0,71,3,0,1,0,0,1,Bath,1,0,0,0,0,1
2000,1,2617100,7200,148530,13,66,3,0,9,0,0,0,Bath,1,1,0,0,0,1
155000,1,2397500,8400,1345876,62,136,32,1,44,1,0,1,Toy,1,0,1,1,1,1
6000,1,52200,7000,437694,3,64,0,5,5,4,0,1,Bath,1,0,0,0,0,0
2000,1,2657500,5500,152120,3,10,0,0,0,0,0,0,Bath,0,1,0,0,0,0
2000,1,1463400,5900,166518,19,26,2,13,5,2,0,0,Bath,1,1,0,1,0,0
5000,1,805400,7800,25120,33,58,15,2,19,1,0,1,Bath,1,0,0,0,0,0
18000,1,1864300,8700,222511,7,74,2,5,4,0,0,1,Bath,1,0,0,0,1,0
23000,1,1411600,8400,1616915,54,93,31,0,37,0,0,1,Bath,1,0,1,0,1,0
13000,1,1864300,7700,513282,41,48,13,7,25,1,0,1,Bath,1,0,0,0,0,0
302000,1,1618300,9600,2479325,134,146,68,0,83,0,0,1,Office,1,1,1,1,1,1
2000,1,194600,6100,20071,5,86,2,0,1,0,0,1,Bath,1,1,0,0,0,0
2000,1,320800,7000,1014891,41,44,1,10,17,0,0,0,Kitchen,0,0,0,0,0,0
5000,1,2789600,7700,1153618,25,71,4,6,9,0,0,0,Kitchen,1,0,0,0,0,0
187000,0,4708900,8400,1480378,95,64,50,10,56,3,0,1,Office,1,1,1,1,1,0
6000,1,719000,4200,561128,26,36,4,17,6,0,0,0,Bath,1,0,0,0,0,0
2000,1,538300,4900,445190,20,47,7,0,13,1,0,0,Kitchen,1,0,0,0,0,0
3000,1,3000900,2800,233505,0,51,0,0,0,0,0,1,Bath,1,1,0,1,0,0
2000,1,1263700,4800,37066,4,5,2,1,2,0,0,0,Bath,1,1,1,0,0,1
11000,1,1804500,6800,240488,29,88,4,8,12,0,0,1,Bath,1,1,0,0,0,0
8000,1,194600,6500,62744,41,93,7,21,10,0,0,1,Office,1,1,1,0,0,1
3000,1,2054000,7500,91439,10,64,3,2,5,0,0,0,Kitchen,1,0,0,0,1,0
6000,0,4398900,8700,28006,11,114,3,3,9,2,0,1,Bath,0,0,0,0,1,0
5000,1,525000,6700,67486,1,19,0,0,2,0,0,1,Bath,1,0,0,0,0,0
2000,1,1278800,7200,20658,4,73,1,0,4,0,0,1,Bath,0,0,0,0,0,0
5000,0,4525300,6800,15055,2,58,1,0,1,0,0,1,Kitchen,1,0,1,0,0,0
11000,1,2054000,7900,145077,47,64,4,24,12,2,0,1,Bath,1,0,0,0,0,1
19000,1,2175300,8800,16504,26,55,11,13,9,1,0,1,Bath,1,0,0,0,0,0
15000,1,1804500,7700,537923,51,88,32,2,42,2,0,1,Bath,1,0,1,1,1,1
2000,1,1864300,6300,195081,13,51,0,3,4,0,0,0,Kitchen,0,0,0,0,0,1
2000,1,981000,4300,180029,1,4,1,7,1,3,0,0,Bath,1,1,1,0,0,0
3000,1,1252200,7000,121700,6,67,2,1,5,0,0,1,Toy,1,0,0,0,1,0
10000,1,2454000,7100,121700,11,80,1,5,2,0,0,1,Toy,1,0,0,0,1,1
5000,1,1210500,6100,459861,3,27,1,3,1,0,0,1,Bath,1,0,0,0,0,0
3000,1,192800,7100,228284,54,45,32,0,37,0,0,0,Bath,1,1,0,1,1,0
2000,1,1864300,4600,92257,16,45,1,14,2,0,0,0,Bath,1,0,0,0,0,0
3000,1,1864300,6900,204611,0,48,3,1,1,2,0,1,Bath,1,0,0,1,0,0
48000,1,456200,8500,648530,58,97,28,1,45,2,0,1,Office,1,0,0,0,1,0
11000,1,111900,8200,467424,0,55,1,0,0,0,0,1,Bath,1,0,0,0,0,0
2000,1,538300,6900,688576,22,31,10,0,17,2,0,1,Bath,1,1,0,1,0,0
65000,1,1175400,9200,752566,37,113,8,13,12,2,0,1,Bath,1,1,0,0,1,0
76000,0,2704600,8600,243024,91,85,36,21,66,9,1,1,Bath,1,1,0,1,1,1
42000,1,2492900,8600,850081,42,113,4,10,19,0,0,1,Bath,1,0,0,0,0,1
3000,1,538300,8100,72764,4,29,4,0,6,1,0,1,Bath,1,0,0,0,0,0
39000,1,1588000,7000,779723,53,39,11,26,10,1,0,1,Bath,1,0,0,0,0,0
11000,1,4238700,6700,1361,26,82,15,4,13,1,0,1,Bath,1,1,1,0,1,1
13000,1,2215700,7500,769387,34,59,12,14,15,2,0,1,Bath,1,0,0,0,1,0
52000,1,3792300,7400,1242470,99,66,10,48,28,4,0,0,Office,0,0,0,0,0,0
79000,1,3177200,8100,506824,49,98,12,17,13,1,0,0,Bath,1,1,0,0,1,0
2000,0,4575000,5200,670,1,81,0,0,1,0,0,1,Office,1,1,1,0,0,0
148000,1,3440400,8400,3030132,89,72,22,30,61,12,0,1,Bath,1,0,0,0,0,0
10000,1,3792300,3200,694809,49,49,1,37,6,2,0,0,Bath,1,1,0,0,0,1
5000,1,2671700,7100,65693,69,21,17,34,55,24,0,1,Bath,1,0,0,0,0,0
3000,1,1578000,6900,373675,6,44,1,4,1,0,0,0,Kitchen,1,0,0,0,0,0
2000,1,3177200,7400,115259,2,40,0,0,2,0,0,1,Bath,0,1,0,0,0,1
5000,1,3570700,8600,1006612,99,89,30,34,66,12,0,0,Bath,1,1,0,0,0,0
10000,1,2397500,7000,70234,34,86,0,29,5,3,0,1,Bath,1,0,0,0,0,1
2000,1,2617100,6800,28203,42,49,3,23,6,1,0,1,Bath,1,0,0,0,0,0
5000,1,320800,8300,534158,16,26,6,2,12,2,0,1,Bath,1,0,0,0,0,0
2000,0,2801100,6500,15055,4,45,1,0,1,0,0,1,Toy,1,0,1,0,0,0
3000,0,4480600,7200,157338,28,49,5,6,18,3,0,0,Kitchen,0,0,0,0,0,0
24000,1,837500,6800,503559,49,69,11,10,27,1,0,1,Bath,1,1,0,0,0,0
24000,1,1263700,7100,924460,69,60,10,30,24,3,0,1,Bath,1,1,1,0,0,1
2000,1,1252200,1600,65248,27,13,3,20,1,0,0,0,Bath,1,1,0,1,0,0
21000,1,1979900,9100,262738,13,88,3,1,7,0,0,1,Bath,1,1,0,0,0,0
23000,1,1080000,7300,546056,9,85,3,7,2,0,0,1,Bath,1,1,1,0,0,1
16000,1,922700,5500,366857,39,76,3,26,7,0,0,1,Kitchen,1,1,0,0,0,0
45000,1,2613200,8500,1178524,124,122,27,34,54,4,1,1,Toy,1,1,1,1,1,0
2000,1,685300,5400,331563,42,37,4,26,9,0,0,0,Bath,1,0,0,0,0,0
10000,1,1684000,5400,564834,41,56,14,4,21,0,0,1,Bath,0,0,0,0,0,0
18000,1,2281200,5600,761,2,91,0,3,0,0,0,1,Kitchen,1,0,1,0,0,1
3000,1,918600,8300,538046,73,76,31,19,44,4,0,1,Bath,1,1,1,1,1,1
8000,1,981000,7600,557614,22,50,15,0,12,2,0,1,Bath,1,1,0,0,0,0
8000,1,685300,7900,1416697,36,101,7,5,15,0,0,0,Bath,0,0,0,0,0,1
2000,1,2657500,7600,58666,37,81,14,13,15,0,0,1,Kitchen,1,1,1,1,0,1
6000,1,2671700,6900,428382,58,98,29,13,38,2,0,1,Bath,1,1,1,1,1,1
3000,0,2936200,7600,300522,22,47,13,0,17,0,0,1,Office,1,1,1,0,1,0
3000,1,2301100,6000,62984,9,81,1,3,7,2,0,0,Bath,1,1,0,1,0,0
2000,1,1411600,6900,414785,42,112,22,0,30,0,0,0,Bath,1,1,0,1,0,0
500,0,2936200,5400,22501,1,7,1,0,1,0,0,0,Bath,1,1,0,0,0,0
500,1,1080000,4700,42767,11,10,5,0,9,0,0,0,Bath,0,0,0,0,0,0
5000,0,2936200,5600,29,4,28,1,0,4,0,0,1,Bath,1,0,0,0,1,0
500,1,538300,4800,396868,2,10,1,2,2,2,0,1,Bath,1,0,0,0,0,0
10000,1,538300,5100,508995,41,78,8,20,15,2,0,0,Bath,0,0,1,0,0,0
500,1,2657500,6900,17619,0,71,0,4,2,2,0,0,Bath,1,1,0,0,0,0
3000,1,2054000,4300,1698,4,53,2,0,3,0,0,1,Office,0,1,0,0,0,0
2000,1,456200,6500,37635,27,54,7,2,7,1,0,1,Kitchen,1,1,0,0,0,1
2000,1,1684000,6900,216645,4,45,7,0,6,0,0,1,Bath,1,0,1,0,0,0
6000,1,1467500,7000,670326,11,58,4,5,9,1,0,1,Bath,1,0,1,0,0,1
500,1,981000,7100,149470,4,35,7,1,6,0,0,0,Bath,1,0,1,1,0,0
5000,1,890700,6400,746269,39,96,15,14,12,1,0,0,Bath,1,0,0,0,0,0
2000,0,2777700,7900,72774,5,37,0,0,3,0,0,1,Bath,1,1,0,0,0,0
2000,1,1797300,7300,123467,3,85,9,0,2,0,0,0,Bath,1,1,1,1,0,0
500,1,206100,6400,227165,8,29,5,0,7,0,0,0,Bath,1,1,0,0,0,0
2000,1,525000,6800,90054,16,21,2,4,8,0,1,1,Bath,1,1,0,0,0,1
500,1,2657500,5700,13798,1,13,0,0,4,0,0,0,Bath,1,0,0,0,0,1
11000,1,3792300,7600,694809,14,55,5,8,7,3,0,1,Bath,1,1,0,0,0,0
5000,1,1804500,8800,28203,1,62,0,1,0,0,0,1,Bath,1,0,0,0,0,0
2000,1,2175300,7100,327817,31,58,1,14,14,2,1,0,Bath,0,1,0,0,0,0
2000,1,1231000,8000,143718,53,79,30,3,37,4,0,0,Bath,1,0,1,1,1,0
2000,0,4525300,4700,90054,23,92,14,0,7,0,0,1,Kitchen,1,1,1,1,0,0
42000,0,4934700,7300,469247,16,57,6,2,14,2,0,1,Bath,1,1,0,0,1,0
500,1,4308600,6900,73049,4,39,1,1,3,0,0,0,Bath,0,0,1,0,0,0
6000,1,2301100,5000,224077,80,1,6,67,4,2,0,1,Office,1,1,0,0,0,0
18000,1,1588000,8200,743429,80,101,22,10,41,1,0,1,Kitchen,1,1,0,1,1,1
40000,1,1332300,8400,1649272,58,63,10,23,9,1,0,1,Bath,1,0,0,0,0,0
6000,1,655100,8200,743429,53,50,23,11,31,0,0,1,Kitchen,1,1,1,1,1,1
2000,0,2896100,5000,14073,11,52,3,4,9,2,0,0,Bath,0,1,0,0,0,0
2000,1,396300,5200,308925,13,21,8,1,7,0,0,0,Bath,1,0,1,0,0,0
5000,1,2492900,7800,343410,40,106,8,20,19,5,0,1,Bath,1,1,1,0,1,1
500,1,1578000,6600,13671,1,9,0,0,1,0,0,0,Bath,1,1,0,0,0,0
2000,1,2671700,5500,769387,40,52,11,5,19,2,0,0,Kitchen,0,0,1,0,0,1
61000,0,3057200,8000,985658,69,44,31,9,46,4,1,1,Bath,1,1,1,0,1,0
2000,1,192800,7900,58806,7,53,0,3,6,0,0,0,Bath,1,0,0,0,0,0
2000,1,192800,6700,503559,13,66,0,2,6,0,0,0,Bath,1,1,0,0,0,0
2000,1,1080000,6900,396498,22,29,3,14,2,1,0,1,Bath,1,1,0,0,0,1
10000,1,950000,8100,438659,16,44,5,3,7,0,0,1,Bath,1,0,0,0,0,0
6000,0,4355300,6400,1759054,187,39,14,132,39,7,0,1,Bath,0,0,0,0,1,1
13000,1,2671700,8500,169907,60,84,20,24,45,15,1,1,Bath,1,1,1,1,1,1
24000,1,31600,7600,1951543,40,40,8,17,9,1,0,1,Bath,1,0,0,0,0,0
2000,0,4480600,6900,16594,6,87,2,1,6,1,0,1,Toy,1,1,1,1,0,0
500,1,3792300,5300,176797,3,10,0,0,3,0,0,0,Toy,1,1,0,0,0,0
500,1,1864300,6300,35887,3,73,3,2,2,1,0,1,Bath,1,1,1,0,0,0
2000,1,1139100,6100,215765,20,70,3,4,11,1,0,0,Kitchen,1,0,0,0,0,0
2000,1,655100,8100,1399606,21,96,3,7,10,0,0,0,Bath,1,1,0,0,0,0
500,1,2175300,7600,4538,7,63,2,2,2,0,0,1,Office,1,1,0,0,0,0
2000,1,3311300,4700,13632,1,55,0,0,1,0,0,1,Office,1,1,0,0,0,1
500,1,301200,7300,119498,1,6,2,0,1,0,0,0,Bath,1,0,0,0,0,0
500,1,1298400,6800,2727,9,30,7,0,14,2,0,0,Bath,0,0,1,0,0,0
35000,0,4398900,8700,862604,126,132,63,20,83,9,0,0,Bath,1,1,1,1,1,1
2000,1,784400,7600,384726,18,51,6,0,14,1,0,0,Kitchen,1,0,0,0,0,0
500,1,2525600,6200,1564,126,89,33,61,66,24,0,1,Bath,1,0,0,0,0,0
6000,1,4308600,6000,55669,35,42,16,10,18,5,0,1,Bath,1,0,0,0,0,0
18000,1,1463400,9000,802286,26,82,13,4,25,10,0,1,Bath,1,0,0,0,1,0
2000,1,1618300,5600,331563,12,60,3,0,9,1,0,1,Bath,1,0,0,0,0,0
6000,1,456200,6500,642619,19,18,0,4,9,0,0,0,Bath,0,0,0,0,0,0
15000,1,379300,8400,1173440,80,144,33,12,46,1,0,0,Bath,1,1,1,0,0,1
500,1,2617100,6400,262738,34,4,2,26,6,3,0,0,Kitchen,0,1,0,0,0,1
26000,1,805400,7800,697011,6,43,0,3,3,0,0,1,Bath,1,0,0,0,0,0
3000,0,4525300,8200,1602,7,49,5,0,4,0,0,0,Office,1,1,0,1,1,0
